award_year,category,motivation,Name,links
1978,Literature,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",Isaac Bashevis Singer,https://www.nobelprize.org/images/singer-13301-portrait-mini-2x.jpg
1978,Peace,for jointly having negotiated peace between Egypt and Israel in 1978,Mohamed Anwar al-Sadat,https://www.nobelprize.org/images/al-sadat-13305-portrait-mini-2x.jpg
1978,Peace,for jointly having negotiated peace between Egypt and Israel in 1978,Menachem Begin,https://www.nobelprize.org/images/begin-13306-portrait-mini-2x.jpg
1978,Physics,for their discovery of cosmic microwave background radiation,Arno Allan Penzias,https://www.nobelprize.org/images/penzias-13308-portrait-mini-2x.jpg
1978,Physics,for his basic inventions and discoveries in the area of low-temperature physics,Pyotr Leonidovich Kapitsa,https://www.nobelprize.org/images/kapitsa-13307-portrait-mini-2x.jpg
1978,Physics,for their discovery of cosmic microwave background radiation,Robert Woodrow Wilson,https://www.nobelprize.org/images/wilson-13309-portrait-mini-2x.jpg
1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Daniel Nathans,https://www.nobelprize.org/images/nathans-13303-portrait-mini-2x.jpg
1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Hamilton O. Smith,https://www.nobelprize.org/images/smith-13304-portrait-mini-2x.jpg
1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics,Werner Arber,https://www.nobelprize.org/images/arber-13302-portrait-mini-2x.jpg
1977,Chemistry,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",Ilya Romanovich Prigogine,https://www.nobelprize.org/images/prigogine-13288-portrait-mini-2x.jpg
1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements,Bertil Ohlin,https://www.nobelprize.org/images/ohlin-13290-portrait-mini-2x.jpg
1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements,James E. Meade,https://www.nobelprize.org/images/meade-13289-portrait-mini-2x.jpg
1977,Literature,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",Vicente Aleixandre,https://www.nobelprize.org/images/aleixandre-13291-portrait-mini-2x.jpg
1977,Peace,for worldwide respect for human rights,Amnesty International,https://www.nobelprize.org/images/amnesty-13872-portrait-mini-2x.jpg
1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,John Hasbrouck Van Vleck,https://www.nobelprize.org/images/vleck-13298-portrait-mini-2x.jpg
1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Philip Warren Anderson,https://www.nobelprize.org/images/anderson-13296-portrait-mini-2x.jpg
1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Sir Nevill Francis Mott,https://www.nobelprize.org/images/mott-13297-portrait-mini-2x.jpg
1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,Andrew V. Schally,https://www.nobelprize.org/images/schally-13293-portrait-mini-2x.jpg
1977,Physiology or Medicine,for their discoveries concerning the peptide hormone production of the brain,Roger Guillemin,https://www.nobelprize.org/images/guillemin-13292-portrait-mini-2x.jpg
1977,Physiology or Medicine,for the development of radioimmunoassays of peptide hormones,Rosalyn Yalow,https://www.nobelprize.org/images/yalow-13294-portrait-mini-2x.jpg
1976,Chemistry,for his studies on the structure of boranes illuminating problems of chemical bonding,William N. Lipscomb,https://www.nobelprize.org/images/lipscomb-13279-portrait-mini-2x.jpg
1976,Economic Sciences,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",Milton Friedman,https://www.nobelprize.org/images/friedman-13280-portrait-mini-2x.jpg
1976,Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,Saul Bellow,https://www.nobelprize.org/images/bellow-13281-portrait-mini-2x.jpg
1976,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,Elizabeth Williams,https://www.nobelprize.org/images/williams-13285-portrait-mini-2x.jpg
1976,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,Mairead Corrigan,https://www.nobelprize.org/images/corrigan-13284-portrait-mini-2x.jpg
1976,Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,Burton Richter,https://www.nobelprize.org/images/richter-13286-portrait-mini-2x.jpg
1976,Physics,for their pioneering work in the discovery of a heavy elementary particle of a new kind,Samuel Chao Chung Ting,https://www.nobelprize.org/images/ting-13287-portrait-mini-2x.jpg
1976,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Baruch S. Blumberg,https://www.nobelprize.org/images/blumberg-13282-portrait-mini-2x.jpg
1976,Physiology or Medicine,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,D. Carleton Gajdusek,https://www.nobelprize.org/images/gajdusek-13283-portrait-mini-2x.jpg
1975,Chemistry,for his work on the stereochemistry of enzyme-catalyzed reactions,John Warcup Cornforth,https://www.nobelprize.org/images/cornforth-13267-portrait-mini-2x.jpg
1975,Chemistry,for his research into the stereochemistry of organic molecules and reactions,Vladimir Prelog,https://www.nobelprize.org/images/prelog-13268-portrait-mini-2x.jpg
1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources,Leonid Vitaliyevich Kantorovich,https://www.nobelprize.org/images/kantorovich-13269-portrait-mini-2x.jpg
1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources,Tjalling C. Koopmans,https://www.nobelprize.org/images/koopmans-13270-portrait-mini-2x.jpg
1975,Literature,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",Eugenio Montale,https://www.nobelprize.org/images/montale-13271-portrait-mini-2x.jpg
1975,Peace,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",Andrei Dmitrievich Sakharov,https://www.nobelprize.org/images/sakharov-13275-portrait-mini-2x.jpg
1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Aage Niels Bohr,https://www.nobelprize.org/images/bohr-13276-portrait-mini-2x.jpg
1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Ben Roy Mottelson,https://www.nobelprize.org/images/mottelson-13277-portrait-mini-2x.jpg
1975,Physics,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Leo James Rainwater,https://www.nobelprize.org/images/rainwater-13278-portrait-mini-2x.jpg
1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,David Baltimore,https://www.nobelprize.org/images/baltimore-13272-portrait-mini-2x.jpg
1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Howard Martin Temin,https://www.nobelprize.org/images/temin-13274-portrait-mini-2x.jpg
1975,Physiology or Medicine,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Renato Dulbecco,https://www.nobelprize.org/images/dulbecco-13273-portrait-mini-2x.jpg
1974,Chemistry,"for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules",Paul J. Flory,https://www.nobelprize.org/images/flory-13255-portrait-mini-2x.jpg
1974,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",Friedrich August von Hayek,https://www.nobelprize.org/images/hayek-13256-portrait-mini-2x.jpg
1974,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",Gunnar Myrdal,https://www.nobelprize.org/images/myrdal-13257-portrait-mini-2x.jpg
1974,Literature,"for a narrative art, far-seeing in lands and ages, in the service of freedom",Eyvind Johnson,https://www.nobelprize.org/images/johnson-13258-portrait-mini-2x.jpg
1974,Literature,for writings that catch the dewdrop and reflect the cosmos,Harry Martinson,https://www.nobelprize.org/images/martinson-13259-portrait-mini-2x.jpg
1974,Peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,Eisaku Sato,https://www.nobelprize.org/images/sato-13264-portrait-mini-2x.jpg
1974,Peace,for his efforts to secure and develop human rights throughout the world,Seán MacBride,https://www.nobelprize.org/images/macbride-13263-portrait-mini-2x.jpg
1974,Physics,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",Antony Hewish,https://www.nobelprize.org/images/hewish-13265-portrait-mini-2x.jpg
1974,Physics,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",Sir Martin Ryle,https://www.nobelprize.org/images/ryle-13266-portrait-mini-2x.jpg
1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,Albert Claude,https://www.nobelprize.org/images/claude-13260-portrait-mini-2x.jpg
1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,Christian de Duve,https://www.nobelprize.org/images/duve-13261-portrait-mini-2x.jpg
1974,Physiology or Medicine,for their discoveries concerning the structural and functional organization of the cell,George E. Palade,https://www.nobelprize.org/images/palade-13262-portrait-mini-2x.jpg
1973,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Ernst Otto Fischer,https://www.nobelprize.org/images/fischer-13243-portrait-mini-2x.jpg
1973,Chemistry,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",Geoffrey Wilkinson,https://www.nobelprize.org/images/wilkinson-13244-portrait-mini-2x.jpg
1973,Economic Sciences,for the development of the input-output method and for its application to important economic problems,Wassily Wassilyevich Leontief,https://www.nobelprize.org/images/leontief-13245-portrait-mini-2x.jpg
1973,Literature,for an epic and psychological narrative art which has introduced a new continent into literature,Patrick White,https://www.nobelprize.org/images/white-13246-portrait-mini-2x.jpg
1973,Peace,for jointly having negotiated a cease fire in Vietnam in 1973,Henry Alfred Kissinger,https://www.nobelprize.org/images/kissinger-13250-portrait-mini-2x.jpg
1973,Peace,for jointly having negotiated a cease fire in Vietnam in 1973,Le Duc Tho,https://www.nobelprize.org/uploads/2018/06/Getty-Images-1352885711-464x696.jpg
1973,Physics,"for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects",Brian David Josephson,https://www.nobelprize.org/images/josephson-13254-portrait-mini-2x.jpg
1973,Physics,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",Ivar Giaever,https://www.nobelprize.org/images/giaever-13253-portrait-mini-2x.jpg
1973,Physics,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively",Leo Esaki,https://www.nobelprize.org/images/esaki-13252-portrait-mini-2x.jpg
1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Karl von Frisch,https://www.nobelprize.org/images/frisch-13247-portrait-mini-2x.jpg
1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Konrad Lorenz,https://www.nobelprize.org/images/lorenz-13248-portrait-mini-2x.jpg
1973,Physiology or Medicine,for their discoveries concerning organization and elicitation of individual and social behaviour patterns,Nikolaas Tinbergen,https://www.nobelprize.org/images/tinbergen-13249-portrait-mini-2x.jpg
1972,Chemistry,"for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation",Christian B. Anfinsen,https://www.nobelprize.org/images/anfinsen-13232-portrait-mini-2x.jpg
1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Stanford Moore,https://www.nobelprize.org/images/moore-13233-portrait-mini-2x.jpg
1972,Chemistry,for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,William H. Stein,https://www.nobelprize.org/images/stein-13234-portrait-mini-2x.jpg
1972,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory,John R. Hicks,https://www.nobelprize.org/images/hicks-13236-portrait-mini-2x.jpg
1972,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory,Kenneth J. Arrow,https://www.nobelprize.org/images/arrow-13235-portrait-mini-2x.jpg
1972,Literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,Heinrich Böll,https://www.nobelprize.org/images/boll-13237-portrait-mini-2x.jpg
1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",John Bardeen,https://www.nobelprize.org/images/bardeen-13240-portrait-mini-2x.jpg
1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",Leon Neil Cooper,https://www.nobelprize.org/images/cooper-13241-portrait-mini-2x.jpg
1972,Physics,"for their jointly developed theory of superconductivity, usually called the BCS-theory",John Robert Schrieffer,https://www.nobelprize.org/images/schrieffer-13242-portrait-mini-2x.jpg
1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,Gerald M. Edelman,https://www.nobelprize.org/images/edelman-13238-portrait-mini-2x.jpg
1972,Physiology or Medicine,for their discoveries concerning the chemical structure of antibodies,Rodney R. Porter,https://www.nobelprize.org/images/porter-13239-portrait-mini-2x.jpg
1971,Chemistry,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",Gerhard Herzberg,https://www.nobelprize.org/images/herzberg-13226-portrait-mini-2x.jpg
1971,Economic Sciences,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,Simon Kuznets,https://www.nobelprize.org/images/kuznets-13227-portrait-mini-2x.jpg
1971,Literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,Pablo Neruda,https://www.nobelprize.org/images/neruda-13228-portrait-mini-2x.jpg
1971,Peace,for paving the way for a meaningful dialogue between East and West,Willy Brandt,https://www.nobelprize.org/images/brandt-13230-portrait-mini-2x.jpg
1971,Physics,for his invention and development of the holographic method,Dennis Gabor,https://www.nobelprize.org/images/gabor-13231-portrait-mini-2x.jpg
1971,Physiology or Medicine,for his discoveries concerning the mechanisms of the action of hormones,"Earl W. Sutherland, Jr.",https://www.nobelprize.org/images/sutherland-13229-portrait-mini-2x.jpg
1970,Chemistry,for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Luis F. Leloir,https://www.nobelprize.org/images/leloir-13217-portrait-mini-2x.jpg
1970,Economic Sciences,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,Paul A. Samuelson,https://www.nobelprize.org/images/samuelson-13218-portrait-mini-2x.jpg
1970,Literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature,Aleksandr Isayevich Solzhenitsyn,https://www.nobelprize.org/images/solzhenitsyn-13219-portrait-mini-2x.jpg
1970,Peace,for having given a well-founded hope - the green revolution,Norman Ernest Borlaug,https://www.nobelprize.org/images/borlaug-13223-portrait-mini-2x.jpg
1970,Physics,for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics,Hannes Olof Gösta Alfvén,https://www.nobelprize.org/images/alfven-13224-portrait-mini-2x.jpg
1970,Physics,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,Louis Eugène Félix Néel,https://www.nobelprize.org/images/neel-13870-portrait-mini-2x.jpg
1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",Julius Axelrod,https://www.nobelprize.org/images/axelrod-13220-portrait-mini-2x.jpg
1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",Sir Bernard Katz,https://www.nobelprize.org/images/katz-13222-portrait-mini-2x.jpg
1970,Physiology or Medicine,"for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation",Ulf von Euler,https://www.nobelprize.org/images/euler-13221-portrait-mini-2x.jpg
1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Derek H. R. Barton,https://www.nobelprize.org/images/barton-13207-portrait-mini-2x.jpg
1969,Chemistry,for their contributions to the development of the concept of conformation and its application in chemistry,Odd Hassel,https://www.nobelprize.org/images/hassel-13208-portrait-mini-2x.jpg
1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes,Jan Tinbergen,https://www.nobelprize.org/images/tinbergen-13210-portrait-mini-2x.jpg
1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes,Ragnar Frisch,https://www.nobelprize.org/images/frisch-13209-portrait-mini-2x.jpg
1969,Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",Samuel Beckett,https://www.nobelprize.org/images/beckett-13211-portrait-mini-2x.jpg
1969,Peace,for creating international legislation insuring certain norms for working conditions in every country,International Labour Organization (ILO),https://www.nobelprize.org/images/labour-13869-portrait-mini-2x.jpg
1969,Physics,for his contributions and discoveries concerning the classification of elementary particles and their interactions,Murray Gell-Mann,https://www.nobelprize.org/images/gell-mann-13216-portrait-mini-2x.jpg
1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Alfred D. Hershey,https://www.nobelprize.org/images/hershey-13213-portrait-mini-2x.jpg
1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Max Delbrück,https://www.nobelprize.org/images/delbruck-13212-portrait-mini-2x.jpg
1969,Physiology or Medicine,for their discoveries concerning the replication mechanism and the genetic structure of viruses,Salvador E. Luria,https://www.nobelprize.org/images/luria-13214-portrait-mini-2x.jpg
1968,Chemistry,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes",Lars Onsager,https://www.nobelprize.org/images/onsager-13200-portrait-mini-2x.jpg
1968,Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",Yasunari Kawabata,https://www.nobelprize.org/images/kawabata-13201-portrait-mini-2x.jpg
1968,Peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration,René Cassin,https://www.nobelprize.org/images/cassin-13205-portrait-mini-2x.jpg
1968,Physics,"for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis",Luis Walter Alvarez,https://www.nobelprize.org/images/alvarez-13206-portrait-mini-2x.jpg
1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,Har Gobind Khorana,https://www.nobelprize.org/images/khorana-13203-portrait-mini-2x.jpg
1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,Marshall W. Nirenberg,https://www.nobelprize.org/images/nirenberg-13204-portrait-mini-2x.jpg
1968,Physiology or Medicine,for their interpretation of the genetic code and its function in protein synthesis,Robert W. Holley,https://www.nobelprize.org/images/holley-13202-portrait-mini-2x.jpg
1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",George Porter,https://www.nobelprize.org/images/porter-13194-portrait-mini-2x.jpg
1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Manfred Eigen,https://www.nobelprize.org/images/eigen-13192-portrait-mini-2x.jpg
1967,Chemistry,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",Ronald George Wreyford Norrish,https://www.nobelprize.org/images/norrish-13193-portrait-mini-2x.jpg
1967,Literature,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",Miguel Angel Asturias,https://www.nobelprize.org/images/asturias-13195-portrait-mini-2x.jpg
1967,Physics,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars",Hans Albrecht Bethe,https://www.nobelprize.org/images/bethe-13199-portrait-mini-2x.jpg
1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,George Wald,https://www.nobelprize.org/images/wald-13198-portrait-mini-2x.jpg
1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Haldan Keffer Hartline,https://www.nobelprize.org/images/hartline-13197-portrait-mini-2x.jpg
1967,Physiology or Medicine,for their discoveries concerning the primary physiological and chemical visual processes in the eye,Ragnar Granit,https://www.nobelprize.org/images/granit-13196-portrait-mini-2x.jpg
1966,Chemistry,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method,Robert S. Mulliken,https://www.nobelprize.org/images/mulliken-13187-portrait-mini-2x.jpg
1966,Literature,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength",Nelly Sachs,https://www.nobelprize.org/images/sachs-13868-portrait-mini-2x.jpg
1966,Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,Shmuel Yosef Agnon,https://www.nobelprize.org/images/agnon-13188-portrait-mini-2x.jpg
1966,Physics,for the discovery and development of optical methods for studying Hertzian resonances in atoms,Alfred Kastler,https://www.nobelprize.org/images/kastler-13191-portrait-mini-2x.jpg
1966,Physiology or Medicine,for his discoveries concerning hormonal treatment of prostatic cancer,Charles Brenton Huggins,https://www.nobelprize.org/images/huggins-13189-portrait-mini-2x.jpg
1966,Physiology or Medicine,for his discovery of tumour-inducing viruses,Peyton Rous,https://www.nobelprize.org/images/rous-13190-portrait-mini-2x.jpg
1965,Chemistry,for his outstanding achievements in the art of organic synthesis,Robert Burns Woodward,https://www.nobelprize.org/images/woodward-13178-portrait-mini-2x.jpg
1965,Literature,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",Mikhail Aleksandrovich Sholokhov,https://www.nobelprize.org/images/sholokhov-13179-portrait-mini-2x.jpg
1965,Peace,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,United Nations Children's Fund (UNICEF),https://www.nobelprize.org/images/unicef-13867-portrait-mini-2x.jpg
1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Julian Schwinger,https://www.nobelprize.org/images/schwinger-13185-portrait-mini-2x.jpg
1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Richard P. Feynman,https://www.nobelprize.org/images/feynman-13184-portrait-mini-2x.jpg
1965,Physics,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles",Sin-Itiro Tomonaga,https://www.nobelprize.org/images/tomonaga-13186-portrait-mini-2x.jpg
1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,André Lwoff,https://www.nobelprize.org/images/lwoff-13181-portrait-mini-2x.jpg
1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,François Jacob,https://www.nobelprize.org/images/jacob-13180-portrait-mini-2x.jpg
1965,Physiology or Medicine,for their discoveries concerning genetic control of enzyme and virus synthesis,Jacques Monod,https://www.nobelprize.org/images/monod-13182-portrait-mini-2x.jpg
1964,Chemistry,for her determinations by X-ray techniques of the structures of important biochemical substances,Dorothy Crowfoot Hodgkin,https://www.nobelprize.org/images/hodgkin-13170-portrait-mini-2x.jpg
1964,Literature,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",Jean-Paul Sartre,https://www.nobelprize.org/images/sartre-13171-portrait-mini-2x.jpg
1964,Peace,for his non-violent struggle for civil rights for the Afro-American population,Martin Luther King Jr.,https://www.nobelprize.org/images/king-13174-portrait-mini-2x.jpg
1964,Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",Aleksandr Mikhailovich Prokhorov,https://www.nobelprize.org/images/prokhorov-13176-portrait-mini-2x.jpg
1964,Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",Charles Hard Townes,https://www.nobelprize.org/images/townes-13177-portrait-mini-2x.jpg
1964,Physics,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle",Nicolay Gennadiyevich Basov,https://www.nobelprize.org/images/basov-13175-portrait-mini-2x.jpg
1964,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Feodor Lynen,https://www.nobelprize.org/images/lynen-13173-portrait-mini-2x.jpg
1964,Physiology or Medicine,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,Konrad Bloch,https://www.nobelprize.org/images/bloch-13172-portrait-mini-2x.jpg
1963,Chemistry,for their discoveries in the field of the chemistry and technology of high polymers,Giulio Natta,https://www.nobelprize.org/images/natta-13159-portrait-mini-2x.jpg
1963,Chemistry,for their discoveries in the field of the chemistry and technology of high polymers,Karl Ziegler,https://www.nobelprize.org/images/ziegler-13160-portrait-mini-2x.jpg
1963,Literature,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",Giorgos Seferis,https://www.nobelprize.org/images/seferis-13161-portrait-mini-2x.jpg
1963,Peace,for promoting the principles of the Geneva Convention and cooperation with the UN,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),https://www.nobelprize.org/images/red-cross-league-13866-portrait-mini-2x.jpg
1963,Peace,for promoting the principles of the Geneva Convention and cooperation with the UN,Comité international de la Croix Rouge (International Committee of the Red Cross),https://www.nobelprize.org/images/red-cross-13865-portrait-mini-2x.jpg
1963,Physics,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",Eugene Paul Wigner,https://www.nobelprize.org/images/wigner-13169-portrait-mini-2x.jpg
1963,Physics,for their discoveries concerning nuclear shell structure,J. Hans D. Jensen,https://www.nobelprize.org/images/jensen-13167-portrait-mini-2x.jpg
1963,Physics,for their discoveries concerning nuclear shell structure,Maria Goeppert Mayer,https://www.nobelprize.org/images/mayer-13168-portrait-mini-2x.jpg
1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Alan Lloyd Hodgkin,https://www.nobelprize.org/images/hodgkin-13163-portrait-mini-2x.jpg
1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Andrew Fielding Huxley,https://www.nobelprize.org/images/huxley-13164-portrait-mini-2x.jpg
1963,Physiology or Medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,Sir John Carew Eccles,https://www.nobelprize.org/images/eccles-13162-portrait-mini-2x.jpg
1962,Chemistry,for their studies of the structures of globular proteins,John Cowdery Kendrew,https://www.nobelprize.org/images/kendrew-13151-portrait-mini-2x.jpg
1962,Chemistry,for their studies of the structures of globular proteins,Max Ferdinand Perutz,https://www.nobelprize.org/images/perutz-13152-portrait-mini-2x.jpg
1962,Literature,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",John Steinbeck,https://www.nobelprize.org/images/steinbeck-13153-portrait-mini-2x.jpg
1962,Peace,for his fight against the nuclear arms race between East and West,Linus Carl Pauling,https://www.nobelprize.org/images/pauling-13157-portrait-mini-2x.jpg
1962,Physics,"for his pioneering theories for condensed matter, especially liquid helium",Lev Davidovich Landau,https://www.nobelprize.org/images/landau-13158-portrait-mini-2x.jpg
1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Francis Harry Compton Crick,https://www.nobelprize.org/images/crick-13154-portrait-mini-2x.jpg
1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,James Dewey Watson,https://www.nobelprize.org/images/watson-13155-portrait-mini-2x.jpg
1962,Physiology or Medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,Maurice Hugh Frederick Wilkins,https://www.nobelprize.org/images/wilkins-13156-portrait-mini-2x.jpg
